"","sector","kwh_delivered","util_reported_co2e","mWh_delivered","city_name","utility_name","year","source","sector_mapped","ctu_class","ctu_name"
"2497","Street Lighting - Non-Metered/Xcel-Owned",507017,138.922658,507.017,"City of Rosemount","Xcel Energy",2020,"Electricity","commercial","CITY","Rosemount"
"2498","Business",259492145,71100.84773,259492.145,"City of Roseville","Xcel Energy",2020,"Electricity","Business","CITY","Roseville"
"2499","Residential",103296133.97,28303.14070778,103296.13397,"City of Roseville","Xcel Energy",2020,"Electricity","residential","CITY","Roseville"
"2500","Street Lighting - Metered",438057,120.027618,438.057,"City of Roseville","Xcel Energy",2020,"Electricity","commercial","CITY","Roseville"
"2501","Street Lighting - Non-Metered/Customer Owned",200372,54.901928,200.372,"City of Roseville","Xcel Energy",2020,"Electricity","commercial","CITY","Roseville"
"2502","Street Lighting - Non-Metered/Xcel-Owned",283918,77.793532,283.918,"City of Roseville","Xcel Energy",2020,"Electricity","commercial","CITY","Roseville"
"2503","Business *",NA,NA,NA,"City of Royalton","Xcel Energy",2020,"Electricity","Business","CITY","Royalton"
"2504","Business",33533179,9188.091046,33533.179,"City of Saint Anthony","Xcel Energy",2020,"Electricity","Business","CITY","Saint Anthony"
"2505","Residential",24160054,6619.854796,24160.054,"City of Saint Anthony","Xcel Energy",2020,"Electricity","residential","CITY","Saint Anthony"
"2506","Street Lighting - Metered",6918,1.895532,6.918,"City of Saint Anthony","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Anthony"
"2507","Street Lighting - Non-Metered/Customer Owned",35722,9.787828,35.722,"City of Saint Anthony","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Anthony"
"2508","Street Lighting - Non-Metered/Xcel-Owned",213294,58.442556,213.294,"City of Saint Anthony","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Anthony"
"2509","Business *",421503796.97,115492.04036978,421503.79697,"City of Saint Cloud","Xcel Energy",2020,"Electricity","Business","CITY","Saint Cloud"
"2510","Residential",177802377.88,48717.85153912,177802.37788,"City of Saint Cloud","Xcel Energy",2020,"Electricity","residential","CITY","Saint Cloud"
"2511","Street Lighting - Metered",728758,199.679692,728.758,"City of Saint Cloud","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Cloud"
"2512","Street Lighting - Non-Metered/Customer Owned",26714,7.319636,26.714,"City of Saint Cloud","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Cloud"
"2513","Street Lighting - Non-Metered/Xcel-Owned",542223,148.569102,542.223,"City of Saint Cloud","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Cloud"
"2514","Business",287552608.01,78789.41459474,287552.60801,"City of Saint Louis Park","Xcel Energy",2020,"Electricity","Business","CITY","Saint Louis Park"
"2515","Residential",148241973,40618.300602,148241.973,"City of Saint Louis Park","Xcel Energy",2020,"Electricity","residential","CITY","Saint Louis Park"
"2516","Street Lighting - Metered",1169680,320.49232,1169.68,"City of Saint Louis Park","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Louis Park"
"2517","Street Lighting - Non-Metered/Customer Owned",267350,73.2539,267.35,"City of Saint Louis Park","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Louis Park"
"2518","Street Lighting - Non-Metered/Xcel-Owned",188514,51.652836,188.514,"City of Saint Louis Park","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Louis Park"
"2519","Business",1694704657.7,464349.0762098,1694704.6577,"City of Saint Paul","Xcel Energy",2020,"Electricity","Business","CITY","Saint Paul"
"2520","Residential",737299456.1,202020.0509714,737299.4561,"City of Saint Paul","Xcel Energy",2020,"Electricity","residential","CITY","Saint Paul"
"2521","Street Lighting - Metered",6261402,1715.624148,6261.402,"City of Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Paul"
"2522","Street Lighting - Non-Metered/Customer Owned",8059790,2208.38246,8059.79,"City of Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Paul"
"2523","Street Lighting - Non-Metered/Xcel-Owned",988708,270.905992,988.708,"City of Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Paul"
"2524","Business *",11540379,3162.063846,11540.379,"City of Saint Paul Park","Xcel Energy",2020,"Electricity","Business","CITY","Saint Paul Park"
"2525","Residential",17137323,4695.626502,17137.323,"City of Saint Paul Park","Xcel Energy",2020,"Electricity","residential","CITY","Saint Paul Park"
"2526","Street Lighting - Non-Metered/Xcel-Owned",83595,22.90503,83.595,"City of Saint Paul Park","Xcel Energy",2020,"Electricity","commercial","CITY","Saint Paul Park"
"2527","Business",57298996.94,15699.92516156,57298.99694,"City of Sartell","Xcel Energy",2020,"Electricity","Business","CITY","Sartell"
"2528","Residential",39113484.93,10717.09487082,39113.48493,"City of Sartell","Xcel Energy",2020,"Electricity","residential","CITY","Sartell"
"2529","Street Lighting - Metered",128564,35.226536,128.564,"City of Sartell","Xcel Energy",2020,"Electricity","commercial","CITY","Sartell"
"2530","Street Lighting - Non-Metered/Customer Owned",46754,12.810596,46.754,"City of Sartell","Xcel Energy",2020,"Electricity","commercial","CITY","Sartell"
"2531","Street Lighting - Non-Metered/Xcel-Owned",166046,45.496604,166.046,"City of Sartell","Xcel Energy",2020,"Electricity","commercial","CITY","Sartell"
"2532","Business",61227344.97,16776.29252178,61227.34497,"City of Sauk Rapids","Xcel Energy",2020,"Electricity","Business","CITY","Sauk Rapids"
"2533","Residential",39317085.97,10772.88155578,39317.08597,"City of Sauk Rapids","Xcel Energy",2020,"Electricity","residential","CITY","Sauk Rapids"
"2534","Street Lighting - Metered",253673,69.506402,253.673,"City of Sauk Rapids","Xcel Energy",2020,"Electricity","commercial","CITY","Sauk Rapids"
"2535","Street Lighting - Non-Metered/Customer Owned",122097,33.454578,122.097,"City of Sauk Rapids","Xcel Energy",2020,"Electricity","commercial","CITY","Sauk Rapids"
"2536","Street Lighting - Non-Metered/Xcel-Owned",187471,51.367054,187.471,"City of Sauk Rapids","Xcel Energy",2020,"Electricity","commercial","CITY","Sauk Rapids"
"2537","Business",4439231,1216.349294,4439.231,"City of Scandia","Xcel Energy",2020,"Electricity","Business","CITY","Scandia"
"2538","Residential",15566592,4265.246208,15566.592,"City of Scandia","Xcel Energy",2020,"Electricity","residential","CITY","Scandia"
"2539","Street Lighting - Metered",29774,8.158076,29.774,"City of Scandia","Xcel Energy",2020,"Electricity","commercial","CITY","Scandia"
"2540","Street Lighting - Non-Metered/Customer Owned",3929,1.076546,3.929,"City of Scandia","Xcel Energy",2020,"Electricity","commercial","CITY","Scandia"
"2541","Street Lighting - Non-Metered/Xcel-Owned",2912,0.797888,2.912,"City of Scandia","Xcel Energy",2020,"Electricity","commercial","CITY","Scandia"
"2542","Business *",14517007,3977.659918,14517.007,"City of Shakopee","Xcel Energy",2020,"Electricity","Business","CITY","Shakopee"
"2543","Residential",258295,70.77283,258.295,"City of Shakopee","Xcel Energy",2020,"Electricity","residential","CITY","Shakopee"
"2544","Street Lighting - Metered",58205,15.94817,58.205,"City of Shakopee","Xcel Energy",2020,"Electricity","commercial","CITY","Shakopee"
"2545","Street Lighting - Non-Metered/Customer Owned",10217,2.799458,10.217,"City of Shakopee","Xcel Energy",2020,"Electricity","commercial","CITY","Shakopee"
"2546","Street Lighting - Non-Metered/Xcel-Owned",1357,0.371818,1.357,"City of Shakopee","Xcel Energy",2020,"Electricity","commercial","CITY","Shakopee"
"2547","Commercial",28190693,7724.249882,28190.693,"City of Shoreview","Xcel Energy",2020,"Electricity","commercial","CITY","Shoreview"
"2548","Industrial",108341039,29685.444686,108341.039,"City of Shoreview","Xcel Energy",2020,"Electricity","industrial","CITY","Shoreview"
"2549","Residential",86907282,23812.595268,86907.282,"City of Shoreview","Xcel Energy",2020,"Electricity","residential","CITY","Shoreview"
"2550","Street Lighting - Metered",253061.75,69.33892,253.06175,"City of Shoreview","Xcel Energy",2020,"Electricity","commercial","CITY","Shoreview"
"2551","Street Lighting - Non-Metered/Customer Owned",352398,96.557052,352.398,"City of Shoreview","Xcel Energy",2020,"Electricity","commercial","CITY","Shoreview"
"2552","Street Lighting - Non-Metered/Xcel-Owned",318821,87.356954,318.821,"City of Shoreview","Xcel Energy",2020,"Electricity","commercial","CITY","Shoreview"
"2553","Business *",7877387,2158.404038,7877.387,"City of Shorewood","Xcel Energy",2020,"Electricity","Business","CITY","Shorewood"
"2554","Residential",40121480,10993.28552,40121.48,"City of Shorewood","Xcel Energy",2020,"Electricity","residential","CITY","Shorewood"
"2555","Street Lighting - Metered",14228,3.898472,14.228,"City of Shorewood","Xcel Energy",2020,"Electricity","commercial","CITY","Shorewood"
"2556","Street Lighting - Non-Metered/Customer Owned",15448,4.232752,15.448,"City of Shorewood","Xcel Energy",2020,"Electricity","commercial","CITY","Shorewood"
"2557","Street Lighting - Non-Metered/Xcel-Owned",74885,20.51849,74.885,"City of Shorewood","Xcel Energy",2020,"Electricity","commercial","CITY","Shorewood"
"2558","Business",76687923,21012.490902,76687.923,"City of South Saint Paul","Xcel Energy",2020,"Electricity","Business","CITY","South Saint Paul"
"2559","Residential",60800389,16659.306586,60800.389,"City of South Saint Paul","Xcel Energy",2020,"Electricity","residential","CITY","South Saint Paul"
"2560","Street Lighting - Metered",179878,49.286572,179.878,"City of South Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","South Saint Paul"
"2561","Street Lighting - Non-Metered/Customer Owned",435747,119.394678,435.747,"City of South Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","South Saint Paul"
"2562","Street Lighting - Non-Metered/Xcel-Owned",204513,56.036562,204.513,"City of South Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","South Saint Paul"
"2563","Business *",6941309,1901.918666,6941.309,"City of Stacy","Xcel Energy",2020,"Electricity","Business","CITY","Stacy"
"2564","Residential",5467580,1498.11692,5467.58,"City of Stacy","Xcel Energy",2020,"Electricity","residential","CITY","Stacy"
"2565","Street Lighting - Metered",7034,1.927316,7.034,"City of Stacy","Xcel Energy",2020,"Electricity","commercial","CITY","Stacy"
"2566","Street Lighting - Non-Metered/Customer Owned",16548,4.534152,16.548,"City of Stacy","Xcel Energy",2020,"Electricity","commercial","CITY","Stacy"
"2567","Street Lighting - Non-Metered/Xcel-Owned",19831,5.433694,19.831,"City of Stacy","Xcel Energy",2020,"Electricity","commercial","CITY","Stacy"
"2568","Business",78797447,21590.500478,78797.447,"City of Stillwater","Xcel Energy",2020,"Electricity","Business","CITY","Stillwater"
"2569","Residential",70478074.99,19310.99254726,70478.07499,"City of Stillwater","Xcel Energy",2020,"Electricity","residential","CITY","Stillwater"
"2570","Street Lighting - Metered",38620,10.58188,38.62,"City of Stillwater","Xcel Energy",2020,"Electricity","commercial","CITY","Stillwater"
"2571","Street Lighting - Non-Metered/Customer Owned",74792,20.493008,74.792,"City of Stillwater","Xcel Energy",2020,"Electricity","commercial","CITY","Stillwater"
"2572","Street Lighting - Non-Metered/Xcel-Owned",586136,160.601264,586.136,"City of Stillwater","Xcel Energy",2020,"Electricity","commercial","CITY","Stillwater"
"2573","Business *",NA,NA,NA,"City of Sunfish Lake","Xcel Energy",2020,"Electricity","Business","CITY","Sunfish Lake"
"2574","Residential",4231919,1159.545806,4231.919,"City of Sunfish Lake","Xcel Energy",2020,"Electricity","residential","CITY","Sunfish Lake"
"2575","Street Lighting - Non-Metered/Customer Owned",2957,0.810218,2.957,"City of Sunfish Lake","Xcel Energy",2020,"Electricity","commercial","CITY","Sunfish Lake"
"2576","Street Lighting - Non-Metered/Xcel-Owned",703,0.192622,0.703,"City of Sunfish Lake","Xcel Energy",2020,"Electricity","commercial","CITY","Sunfish Lake"
"2577","Business",7316850,2004.8169,7316.85,"City of Victoria","Xcel Energy",2020,"Electricity","Business","CITY","Victoria"
"2578","Residential",19665783,5388.424542,19665.783,"City of Victoria","Xcel Energy",2020,"Electricity","residential","CITY","Victoria"
"2579","Street Lighting - Metered",1645,0.45073,1.645,"City of Victoria","Xcel Energy",2020,"Electricity","commercial","CITY","Victoria"
"2580","Street Lighting - Non-Metered/Customer Owned",1973,0.540602,1.973,"City of Victoria","Xcel Energy",2020,"Electricity","commercial","CITY","Victoria"
"2581","Street Lighting - Non-Metered/Xcel-Owned",115263,31.582062,115.263,"City of Victoria","Xcel Energy",2020,"Electricity","commercial","CITY","Victoria"
"2582","Commercial",24456310,6701.02894,24456.31,"City of Wayzata","Xcel Energy",2020,"Electricity","commercial","CITY","Wayzata"
"2583","Industrial",20218926,5539.985724,20218.926,"City of Wayzata","Xcel Energy",2020,"Electricity","industrial","CITY","Wayzata"
"2584","Residential",24146063,6616.021262,24146.063,"City of Wayzata","Xcel Energy",2020,"Electricity","residential","CITY","Wayzata"
"2585","Street Lighting - Metered",186666,51.146484,186.666,"City of Wayzata","Xcel Energy",2020,"Electricity","commercial","CITY","Wayzata"
"2586","Street Lighting - Non-Metered/Customer Owned",111508,30.553192,111.508,"City of Wayzata","Xcel Energy",2020,"Electricity","commercial","CITY","Wayzata"
"2587","Street Lighting - Non-Metered/Xcel-Owned",52786,14.463364,52.786,"City of Wayzata","Xcel Energy",2020,"Electricity","commercial","CITY","Wayzata"
"2588","Business",77544186,21247.106964,77544.186,"City of West Saint Paul","Xcel Energy",2020,"Electricity","Business","CITY","West Saint Paul"
"2589","Residential",57756095,15825.17003,57756.095,"City of West Saint Paul","Xcel Energy",2020,"Electricity","residential","CITY","West Saint Paul"
"2590","Street Lighting - Metered",188476,51.642424,188.476,"City of West Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","West Saint Paul"
"2591","Street Lighting - Non-Metered/Customer Owned",36406,9.975244,36.406,"City of West Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","West Saint Paul"
"2592","Street Lighting - Non-Metered/Xcel-Owned",135191,37.042334,135.191,"City of West Saint Paul","Xcel Energy",2020,"Electricity","commercial","CITY","West Saint Paul"
"2593","Business",97488359,26711.810366,97488.359,"City of White Bear Lake","Xcel Energy",2020,"Electricity","Business","CITY","White Bear Lake"
"2594","Residential",76206397.97,20880.55304378,76206.39797,"City of White Bear Lake","Xcel Energy",2020,"Electricity","residential","CITY","White Bear Lake"
"2595","Street Lighting - Metered",43129,11.817346,43.129,"City of White Bear Lake","Xcel Energy",2020,"Electricity","commercial","CITY","White Bear Lake"
"2596","Street Lighting - Non-Metered/Customer Owned",246154,67.446196,246.154,"City of White Bear Lake","Xcel Energy",2020,"Electricity","commercial","CITY","White Bear Lake"
"2597","Street Lighting - Non-Metered/Xcel-Owned",203745,55.82613,203.745,"City of White Bear Lake","Xcel Energy",2020,"Electricity","commercial","CITY","White Bear Lake"
"2598","Business",261638167,71688.857758,261638.167,"City of Winona","Xcel Energy",2020,"Electricity","Business","CITY","Winona"
"2599","Residential",76103273,20852.296802,76103.273,"City of Winona","Xcel Energy",2020,"Electricity","residential","CITY","Winona"
"2600","Street Lighting - Metered",77907,21.346518,77.907,"City of Winona","Xcel Energy",2020,"Electricity","commercial","CITY","Winona"
"2601","Street Lighting - Non-Metered/Customer Owned",166139,45.522086,166.139,"City of Winona","Xcel Energy",2020,"Electricity","commercial","CITY","Winona"
"2602","Street Lighting - Non-Metered/Xcel-Owned",268961,73.695314,268.961,"City of Winona","Xcel Energy",2020,"Electricity","commercial","CITY","Winona"
